hour,day_of_week,is_weekend,access_frequency_24h,time_since_last_access_min,location_match,role_level,is_restricted_area,is_first_access_today,sequential_zone_violation,access_attempt_count,time_of_week,hour_deviation_from_norm,geographic_impossibility,distance_between_scans_km,velocity_km_per_min,zone_clearance_mismatch,department_zone_mismatch,concurrent_session_detected,label
8,1,0,2,36,1,2,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
9,0,0,3,139,1,1,0,0,0,0,9,0.0,0,0.0,0.0,0,0,0,0
10,0,0,2,81,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,0,0,0
9,3,0,2,168,1,1,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
6,1,0,3,136,1,2,0,1,0,0,30,1.333,0,0.0,0.0,0,0,0,0
7,3,0,3,191,1,1,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
10,3,0,2,160,1,1,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
7,3,0,4,140,1,1,0,0,0,0,79,2.667,0,0.0,0.0,0,0,0,0
10,3,0,3,131,1,1,0,1,0,0,82,0.0,0,0.0,0.0,0,0,0,0
8,0,0,3,203,1,1,0,0,0,0,8,1.333,0,0.0,0.0,1,0,0,0
12,4,0,4,136,1,1,0,1,0,0,108,0.667,0,0.0,0.0,0,0,0,0
17,4,0,1,199,1,3,1,0,0,0,113,0.0,0,0.0,0.0,0,0,0,0
7,3,0,2,117,1,1,0,1,0,0,79,0.667,0,0.0,0.0,0,0,0,0
11,3,0,1,159,1,1,0,0,0,0,83,0.0,0,0.0,0.0,1,0,0,0
6,0,0,2,75,1,1,0,0,0,0,6,0.667,0,0.0,0.0,0,0,0,0
10,4,0,3,128,1,1,0,0,0,0,106,0.667,0,0.0,0.0,1,0,0,0
7,0,0,3,132,1,1,0,1,0,0,7,0.0,0,0.0,0.0,0,0,0,0
6,4,0,2,10,1,2,0,1,0,0,102,2.0,0,0.0,0.0,0,0,0,0
6,2,0,4,161,1,1,0,1,0,0,54,1.333,0,0.0,0.0,0,0,0,0
6,4,0,3,157,1,1,0,0,0,0,102,0.667,0,0.0,0.0,0,0,0,0
12,4,0,4,77,1,2,0,0,0,0,108,2.0,0,0.0,0.0,0,0,0,0
8,2,0,1,128,1,1,0,1,0,1,56,0.0,0,0.0,0.0,0,0,0,0
15,0,0,1,226,1,3,1,0,1,0,15,0.667,0,0.0,0.0,0,0,0,0
8,2,0,4,161,1,1,0,0,0,0,56,0.0,0,0.0,0.0,0,0,0,0
8,4,0,2,157,1,1,0,1,0,0,104,0.0,0,0.0,0.0,0,0,0,0
11,3,0,3,210,1,1,0,1,0,0,83,0.667,0,0.0,0.0,0,1,0,0
1,5,1,8,14,0,1,1,0,1,2,121,6.667,0,0.888,0.063,0,0,0,1
8,0,0,3,116,1,2,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
6,2,0,2,138,1,1,0,0,0,0,54,2.0,0,0.0,0.0,0,0,0,0
10,0,0,2,197,1,1,0,1,1,0,10,0.0,0,0.0,0.0,0,0,0,0
1,2,0,8,13,0,1,1,0,1,4,49,5.333,0,0.177,0.014,0,0,0,1
9,2,0,3,159,1,2,0,0,0,0,57,0.0,0,0.0,0.0,0,0,0,0
7,4,0,3,136,1,1,0,0,0,0,103,0.0,0,0.0,0.0,0,0,0,0
8,1,0,3,221,1,1,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
9,3,0,2,16,1,1,0,1,0,0,81,0.0,0,0.0,0.0,0,0,0,0
7,1,0,3,144,1,1,0,0,0,0,31,0.667,0,0.0,0.0,0,0,0,0
8,3,0,1,110,1,1,0,0,0,0,80,0.667,0,0.0,0.0,0,1,0,0
8,2,0,4,161,1,2,0,0,0,0,56,0.667,0,0.0,0.0,0,0,0,0
10,1,0,1,42,1,2,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,54,1,1,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
15,0,0,3,129,1,3,1,0,0,0,15,0.667,0,0.0,0.0,0,0,0,0
10,1,0,2,194,1,2,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
8,1,0,3,207,1,2,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
6,4,0,6,169,1,2,0,0,0,0,102,2.0,0,0.0,0.0,0,0,0,0
22,6,1,12,7,0,1,1,0,1,3,166,9.333,0,0.262,0.037,1,0,0,1
11,1,0,2,269,1,1,0,0,0,0,35,0.0,0,0.0,0.0,0,0,0,0
9,0,0,2,170,1,1,0,1,1,0,9,0.667,0,0.0,0.0,1,0,0,0
9,4,0,2,33,1,2,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
9,3,0,3,194,1,2,0,1,0,0,81,0.667,0,0.0,0.0,0,0,0,0
16,3,0,1,262,1,3,0,0,0,0,88,0.667,0,0.0,0.0,0,0,0,0
6,3,0,4,46,1,1,0,1,0,0,78,0.667,0,0.0,0.0,0,0,0,0
8,0,0,3,289,1,2,0,0,0,0,8,0.667,0,0.0,0.0,0,0,0,0
13,0,0,5,248,1,1,0,0,0,0,13,2.0,0,0.0,0.0,1,0,0,0
9,0,0,3,117,1,1,0,1,0,0,9,1.333,0,0.0,0.0,0,0,0,0
7,2,0,3,102,1,2,0,1,0,0,55,0.667,0,0.0,0.0,0,0,0,0
11,4,0,2,63,1,1,0,0,0,0,107,0.0,0,0.0,0.0,0,0,0,0
9,4,0,1,163,1,1,0,0,1,0,105,0.667,0,0.0,0.0,0,0,0,0
8,0,0,4,100,1,2,1,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
8,4,0,3,173,1,1,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
6,4,0,4,166,1,1,0,0,0,0,102,2.0,0,0.0,0.0,1,0,0,0
9,4,0,5,85,1,1,0,0,0,1,105,1.333,0,0.0,0.0,1,1,0,0
6,4,0,2,76,1,1,0,0,0,0,102,0.667,0,0.0,0.0,0,0,0,0
6,4,0,1,65,1,2,0,0,0,0,102,2.0,0,0.9,0.014,0,0,0,0
9,3,0,2,206,1,2,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
8,2,0,1,57,1,1,0,1,0,0,56,0.0,0,0.0,0.0,0,0,0,0
7,3,0,1,122,1,1,0,1,0,1,79,1.333,0,0.0,0.0,0,0,0,0
12,3,0,2,125,1,3,1,1,0,0,84,2.0,0,0.0,0.0,0,0,0,0
11,1,0,1,122,1,2,0,0,0,0,35,1.333,0,0.0,0.0,0,0,0,0
9,3,0,4,145,1,1,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
10,4,0,1,93,1,1,0,0,0,0,106,1.333,0,0.0,0.0,0,0,0,0
7,0,0,3,241,1,2,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,182,1,1,0,1,0,0,54,0.667,0,0.0,0.0,0,0,0,0
8,2,0,2,112,1,2,0,0,0,0,56,0.667,0,0.0,0.0,0,0,0,0
6,4,0,1,129,1,1,0,0,1,0,102,0.667,0,0.0,0.0,0,0,0,0
10,2,0,1,145,1,1,0,1,0,0,58,0.667,0,0.0,0.0,0,0,0,0
8,1,0,3,121,1,1,0,0,0,0,32,1.333,0,0.0,0.0,0,0,0,0
14,0,0,22,2,0,1,1,0,1,9,14,3.333,1,11.441,5.72,1,0,1,1
10,0,0,1,169,1,1,0,1,0,0,10,0.0,0,0.0,0.0,1,0,0,0
0,0,0,8,17,0,1,1,0,1,4,0,6.667,0,0.257,0.015,1,0,0,1
9,4,0,3,152,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
8,2,0,8,110,0,1,1,0,1,3,56,6.0,0,0.422,0.004,1,1,0,1
8,3,0,4,166,1,2,0,0,0,1,80,0.0,0,0.0,0.0,0,0,0,0
9,4,0,2,281,1,1,0,0,0,0,105,1.333,0,0.0,0.0,0,0,0,0
15,3,0,3,100,1,3,0,0,0,0,87,0.0,0,0.0,0.0,0,0,0,0
13,4,0,3,128,1,1,0,0,0,1,109,2.0,0,0.0,0.0,0,0,0,0
9,2,0,3,116,1,1,0,0,0,0,57,1.333,0,0.0,0.0,0,0,0,0
7,4,0,1,72,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
8,1,0,5,169,1,1,0,1,0,0,32,0.667,0,0.0,0.0,0,0,0,0
6,4,0,1,240,1,2,0,0,1,0,102,1.333,0,0.0,0.0,0,0,0,0
8,1,0,2,102,1,2,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
6,2,0,3,121,1,1,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
3,5,1,12,8,0,1,1,0,1,6,123,3.333,0,0.447,0.056,1,0,0,1
6,0,0,3,163,1,1,0,0,0,0,6,1.333,0,0.0,0.0,0,0,0,0
14,4,0,2,101,1,3,0,1,0,0,110,0.667,0,0.0,0.0,0,0,0,0
9,1,0,2,143,1,1,0,1,0,0,33,1.333,0,0.0,0.0,0,0,0,0
7,3,0,3,45,1,1,0,0,0,0,79,1.333,0,0.0,0.0,0,0,0,0
3,1,0,15,11,0,1,1,0,1,3,27,4.0,0,0.168,0.015,1,1,0,1
11,3,0,2,226,1,1,0,0,0,0,83,0.667,0,0.0,0.0,0,0,0,0
11,0,0,1,71,1,1,0,1,0,0,11,0.0,0,0.0,0.0,0,0,0,0
9,3,0,1,252,1,1,0,0,0,0,81,1.333,0,0.0,0.0,0,0,0,0
8,3,0,3,147,1,1,0,1,0,0,80,2.0,0,0.0,0.0,0,0,0,0
12,3,0,4,120,1,1,0,1,0,0,84,0.667,0,0.0,0.0,0,0,0,0
6,2,0,5,65,1,2,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
14,3,0,3,137,1,1,0,0,0,0,86,2.0,0,0.0,0.0,0,0,0,0
7,4,0,3,141,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
3,6,1,15,3,0,1,1,0,1,3,147,4.667,0,0.293,0.098,0,1,0,1
15,4,0,36,4,0,1,1,0,1,6,111,4.0,0,0.191,0.048,0,1,0,1
5,0,0,10,5,0,1,1,0,1,3,5,3.0,0,2.437,0.487,1,1,0,1
7,3,0,2,219,1,1,0,0,0,0,79,2.0,0,0.0,0.0,0,0,0,0
8,4,0,2,31,1,1,0,0,0,0,104,0.667,0,0.0,0.0,0,0,0,0
6,0,0,4,138,1,1,0,0,0,1,6,2.0,0,0.0,0.0,0,0,0,0
6,4,0,2,172,1,1,0,0,0,0,102,0.667,0,0.0,0.0,0,0,0,0
9,4,0,4,177,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
16,0,0,3,67,0,1,1,1,1,4,16,4.667,0,0.474,0.007,1,1,0,1
9,4,0,5,124,1,2,1,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
7,1,0,1,99,1,1,0,0,0,0,31,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,84,1,1,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
8,3,0,4,192,1,1,0,0,0,0,80,0.0,0,0.0,0.0,0,0,0,0
17,0,0,15,0,0,1,1,0,1,5,17,4.0,1,88.509,885.088,1,1,1,1
8,1,0,3,94,1,1,0,0,1,0,32,0.0,0,0.0,0.0,0,0,0,0
9,1,0,1,268,1,2,1,0,0,0,33,0.0,0,0.0,0.0,0,0,0,0
12,1,0,4,140,1,1,0,0,0,0,36,0.667,0,0.0,0.0,0,0,0,0
8,3,0,4,283,1,2,0,0,0,0,80,0.667,0,0.0,0.0,0,0,0,0
14,3,0,30,4,0,1,1,0,1,3,86,3.0,0,0.443,0.111,1,1,0,1
10,0,0,2,251,1,2,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
9,2,0,4,109,1,1,0,0,1,0,57,0.667,0,0.0,0.0,0,0,0,0
7,2,0,4,108,1,1,0,0,0,0,55,2.0,0,0.0,0.0,0,0,0,0
11,2,0,4,156,1,1,0,1,0,0,59,0.0,0,0.0,0.0,0,0,0,0
8,0,0,1,177,1,2,0,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
9,4,0,3,24,1,1,0,1,0,0,105,1.333,0,0.0,0.0,1,0,0,0
13,0,0,2,164,1,1,0,0,0,1,13,1.333,0,0.0,0.0,1,0,0,0
7,4,0,1,103,1,1,0,1,0,0,103,0.667,0,0.0,0.0,0,0,0,0
6,3,0,1,79,1,1,0,0,0,0,78,0.667,0,0.0,0.0,0,0,0,0
10,3,0,3,226,1,1,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
9,2,0,3,197,1,1,0,0,0,0,57,1.333,0,0.0,0.0,0,0,0,0
12,2,0,1,170,1,1,0,0,0,0,60,1.333,0,0.0,0.0,0,0,0,0
6,3,0,4,153,1,1,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
7,0,0,4,299,1,1,0,0,0,0,7,0.0,0,0.0,0.0,0,0,0,0
9,0,0,4,149,1,2,0,1,0,0,9,0.667,0,0.0,0.0,0,0,0,0
7,4,0,2,140,1,1,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
11,6,1,2,147,1,3,0,0,0,0,155,0.667,0,0.0,0.0,0,0,0,0
7,3,0,3,184,1,1,0,1,0,0,79,1.333,0,0.0,0.0,0,0,0,0
9,4,0,3,57,1,1,0,0,1,0,105,1.333,0,0.0,0.0,0,0,0,0
6,0,0,5,269,1,2,0,0,0,0,6,1.333,0,0.0,0.0,0,0,0,0
9,2,0,5,333,1,2,0,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
8,0,0,4,232,1,1,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
10,0,0,1,218,1,1,0,0,0,0,10,0.667,0,0.0,0.0,1,0,0,0
8,3,0,3,179,1,1,0,0,1,0,80,0.0,0,0.0,0.0,0,0,0,0
12,2,0,5,188,1,1,0,0,0,0,60,0.667,0,0.0,0.0,0,0,0,0
11,1,0,3,104,1,1,0,0,0,0,35,0.0,0,0.0,0.0,1,1,0,0
7,0,0,3,232,1,1,0,0,0,0,7,1.333,0,0.0,0.0,1,0,0,0
11,2,0,1,106,1,3,0,0,0,0,59,0.667,0,0.0,0.0,0,0,0,0
10,4,0,2,160,1,1,0,1,0,0,106,0.0,0,0.0,0.0,1,0,0,0
15,0,0,2,115,1,3,0,0,0,0,15,0.667,0,0.0,0.0,0,0,0,0
7,1,0,6,200,1,2,0,0,0,0,31,1.333,0,0.0,0.0,0,0,0,0
7,3,0,1,144,1,1,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
12,2,0,1,182,1,1,0,0,1,0,60,0.667,0,0.0,0.0,0,0,0,0
16,2,0,31,2,1,1,0,0,1,7,64,6.0,0,0.377,0.189,1,1,0,1
11,3,0,2,93,1,1,0,0,0,0,83,0.667,0,0.0,0.0,1,0,0,0
6,2,0,1,127,1,1,0,0,0,0,54,0.667,0,0.0,0.0,0,0,0,0
12,3,0,2,181,1,1,0,1,0,0,84,0.667,0,0.0,0.0,0,0,0,0
10,0,0,3,271,1,1,0,0,1,0,10,0.667,0,0.0,0.0,0,0,0,0
9,3,0,2,121,1,1,0,0,0,1,81,1.333,0,0.0,0.0,0,0,0,0
6,4,0,4,10,1,2,0,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
11,2,0,3,192,1,1,0,1,0,0,59,0.667,0,0.0,0.0,0,0,0,0
9,2,0,4,101,1,2,0,0,0,0,57,0.0,0,0.0,0.0,0,0,0,0
10,4,0,2,252,1,2,0,0,0,0,106,1.333,0,0.0,0.0,0,0,0,0
8,0,0,2,191,1,2,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
7,4,0,4,120,1,2,0,0,0,0,103,1.333,0,0.0,0.0,0,0,0,0
11,4,0,1,171,1,1,0,0,0,0,107,0.667,0,0.0,0.0,0,0,0,0
8,2,0,3,246,1,1,0,0,0,0,56,0.667,0,0.0,0.0,1,0,0,0
16,5,1,4,180,1,3,0,0,0,0,136,0.667,0,0.0,0.0,0,0,0,0
3,6,1,16,2,0,1,1,0,1,3,147,3.333,1,2.164,1.082,1,1,0,1
7,1,0,4,208,1,2,0,0,0,0,31,1.333,0,0.0,0.0,0,0,0,0
12,4,0,1,209,1,1,0,0,0,0,108,1.333,0,0.0,0.0,0,0,0,0
8,4,0,2,222,1,3,0,1,0,0,104,1.333,0,0.0,0.0,0,0,0,0
21,2,0,9,4,0,1,1,0,1,4,69,9.333,0,2.923,0.731,1,1,0,1
7,4,0,1,149,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
9,3,0,1,88,1,1,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
10,1,0,4,105,1,2,0,1,0,0,34,0.667,0,0.0,0.0,0,0,0,0
8,3,0,2,149,1,1,0,0,0,0,80,0.0,0,0.0,0.0,0,0,0,0
13,4,0,19,1,0,1,1,0,1,5,109,4.0,1,47.62,47.62,1,1,0,1
11,1,0,3,172,1,1,0,0,0,0,35,0.0,0,0.0,0.0,0,0,0,0
7,2,0,4,139,1,2,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
11,2,0,1,188,1,1,0,0,0,0,59,0.0,0,0.0,0.0,0,0,0,0
9,4,0,1,160,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
8,4,0,5,161,1,1,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
8,1,0,3,122,1,1,0,1,0,0,32,1.333,0,0.0,0.0,0,0,0,0
9,2,0,3,184,1,1,0,0,0,0,57,0.0,0,0.0,0.0,1,0,0,0
10,3,0,4,181,1,1,0,0,0,0,82,0.0,0,0.0,0.0,1,0,0,0
8,3,0,3,195,1,1,0,1,0,0,80,2.0,0,0.0,0.0,1,0,0,0
1,6,1,12,7,0,1,1,0,1,2,145,5.333,0,0.212,0.03,1,1,0,1
9,3,0,3,72,1,1,0,1,0,0,81,1.333,0,0.0,0.0,0,0,0,0
6,4,0,1,163,1,2,0,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
6,2,0,3,226,1,2,0,1,0,0,54,2.0,0,0.0,0.0,0,0,0,0
10,2,0,2,35,1,1,0,1,0,0,58,0.667,0,0.0,0.0,0,0,0,0
8,1,0,5,324,1,2,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
8,4,0,1,148,1,2,0,0,0,0,104,0.667,0,0.0,0.0,0,0,0,0
10,0,0,1,115,1,1,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
10,4,0,1,226,1,2,0,0,0,0,106,0.667,0,0.0,0.0,0,0,0,0
11,0,0,1,65,1,1,0,0,0,0,11,1.333,0,0.0,0.0,0,0,0,0
12,0,0,3,200,1,1,0,0,0,0,12,1.333,0,0.0,0.0,0,0,0,0
11,0,0,4,232,1,1,0,0,0,0,11,0.0,0,0.0,0.0,0,0,0,0
13,2,0,34,3,0,1,0,0,1,6,61,3.0,0,0.169,0.056,0,0,0,1
7,3,0,3,148,1,1,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
11,1,0,2,112,1,1,0,1,0,0,35,1.333,0,0.0,0.0,0,0,0,0
2,4,0,15,2,0,1,0,0,1,4,98,4.0,0,0.18,0.09,0,1,0,1
6,4,0,2,146,1,1,0,0,0,0,102,0.667,0,0.0,0.0,0,0,0,0
8,4,0,1,172,1,1,0,0,0,0,104,1.333,0,0.0,0.0,0,0,0,0
7,4,0,2,120,0,1,0,0,0,0,103,0.667,0,0.3,0.003,0,0,0,0
6,3,0,3,107,1,1,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
6,2,0,3,244,1,2,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
7,4,0,2,118,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
9,3,0,3,28,1,1,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
12,4,0,3,165,1,1,0,0,0,0,108,1.333,0,0.0,0.0,0,0,0,0
6,4,0,2,193,1,2,1,0,0,0,102,1.333,0,0.0,0.0,0,0,0,0
7,4,0,3,77,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
9,1,0,3,210,1,2,0,0,1,0,33,0.0,0,0.0,0.0,0,0,0,0
6,4,0,1,195,1,1,0,1,0,0,102,1.333,0,0.0,0.0,0,0,0,0
7,4,0,4,113,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
6,0,0,1,111,1,1,0,1,0,0,6,0.667,0,0.0,0.0,0,0,0,0
7,1,0,3,119,1,1,0,0,0,0,31,1.333,0,0.0,0.0,1,0,0,0
7,3,0,3,212,1,1,0,0,0,0,79,1.333,0,0.0,0.0,1,0,0,0
13,0,0,4,135,1,3,0,0,0,0,13,0.667,0,0.0,0.0,0,0,0,0
6,0,0,5,148,1,2,0,0,0,0,6,1.333,0,0.0,0.0,0,0,0,0
14,4,0,4,88,1,1,0,0,0,0,110,2.0,0,0.0,0.0,0,0,0,0
7,1,0,4,188,1,1,0,1,0,0,31,1.333,0,0.0,0.0,0,0,0,0
7,2,0,3,175,1,2,0,0,0,0,55,1.333,0,0.0,0.0,0,0,0,0
8,4,0,4,140,1,1,0,0,0,0,104,2.0,0,0.0,0.0,0,0,0,0
9,4,0,3,97,0,1,0,0,0,0,105,0.667,0,0.5,0.005,0,1,0,0
12,3,0,2,52,1,1,0,1,0,0,84,0.667,0,0.0,0.0,0,0,0,0
8,3,0,1,150,1,2,1,0,0,0,80,0.667,0,0.0,0.0,0,0,0,0
11,0,0,2,108,1,2,0,0,0,1,11,1.333,0,0.0,0.0,0,0,0,0
10,0,0,3,83,1,1,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,142,1,2,0,1,0,0,54,1.333,0,0.0,0.0,0,0,0,0
16,2,0,25,2,0,1,1,0,1,5,64,4.0,1,81.426,40.713,0,1,1,1
17,2,0,20,1,0,1,1,0,1,5,65,4.0,1,57.96,57.96,1,1,1,1
8,1,0,2,113,1,1,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
11,3,0,2,213,1,1,0,0,0,0,83,0.0,0,0.0,0.0,0,0,0,0
8,4,0,1,116,1,1,0,1,0,0,104,1.333,0,0.0,0.0,1,0,0,0
7,3,0,1,83,1,1,0,0,0,0,79,1.333,0,0.0,0.0,0,0,0,0
11,4,0,4,250,1,3,0,0,0,0,107,0.667,0,0.0,0.0,0,0,0,0
9,4,0,2,166,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
10,2,0,3,120,1,1,0,1,0,0,58,0.0,0,0.0,0.0,0,0,0,0
11,4,0,4,130,1,1,0,1,0,0,107,0.0,0,0.0,0.0,0,0,0,0
10,1,0,2,45,1,1,0,1,0,0,34,1.333,0,0.0,0.0,0,0,0,0
8,4,0,2,153,1,1,0,0,0,0,104,0.667,0,0.0,0.0,0,0,0,0
5,5,1,17,5,0,1,1,0,1,4,125,3.0,0,2.685,0.537,0,1,0,1
9,2,0,3,103,1,2,0,1,0,0,57,0.667,0,0.0,0.0,0,0,0,0
7,4,0,3,92,1,1,0,1,0,0,103,0.667,0,0.0,0.0,0,0,0,0
7,3,0,4,164,1,1,0,1,0,0,79,0.667,0,0.0,0.0,0,0,0,0
10,4,0,2,234,1,1,0,1,0,0,106,0.667,0,0.0,0.0,0,0,0,0
8,4,0,1,245,1,2,0,0,1,0,104,0.667,0,0.0,0.0,0,0,0,0
10,4,0,1,97,1,1,0,0,0,0,106,0.0,0,0.0,0.0,0,0,0,0
6,3,0,1,125,1,1,0,1,0,0,78,1.333,0,0.0,0.0,0,0,0,0
15,2,0,4,214,1,3,0,0,0,0,63,1.333,0,0.0,0.0,0,0,0,0
11,0,0,2,144,1,1,0,0,0,0,11,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,142,1,1,0,1,0,0,55,0.667,0,0.0,0.0,0,0,0,0
8,1,0,2,151,1,2,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
8,3,0,2,123,1,1,0,1,0,0,80,0.667,0,0.0,0.0,0,0,0,0
6,3,0,1,185,1,1,0,1,0,0,78,1.333,0,0.0,0.0,0,0,0,0
6,3,0,1,171,1,1,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
10,4,0,1,143,1,1,0,0,0,0,106,0.0,0,0.0,0.0,0,0,0,0
11,1,0,1,224,1,2,0,0,0,0,35,1.333,0,0.0,0.0,0,0,0,0
7,2,0,1,141,1,2,0,0,0,0,55,0.667,0,0.0,0.0,0,0,0,0
11,3,0,5,171,1,2,0,1,0,0,83,2.0,0,0.0,0.0,0,0,0,0
16,0,0,25,0,0,1,1,0,1,9,16,4.667,1,30.654,306.54,1,1,0,1
14,1,0,3,169,1,1,0,0,0,0,38,2.0,0,0.0,0.0,0,0,0,0
8,1,0,1,160,1,2,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
8,2,0,3,180,1,2,0,1,0,1,56,0.0,0,0.0,0.0,0,0,0,0
9,1,0,4,127,1,1,0,0,0,0,33,0.0,0,0.0,0.0,0,0,0,0
7,2,0,1,227,1,2,0,0,0,0,55,1.333,0,0.0,0.0,0,0,0,0
8,4,0,3,160,1,2,0,0,0,0,104,0.667,0,0.0,0.0,0,0,0,0
9,0,0,2,132,1,2,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
9,4,0,4,172,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
7,0,0,3,139,1,2,0,0,0,0,7,1.333,0,0.0,0.0,0,0,0,0
8,0,0,1,65,1,1,0,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
6,0,0,2,204,1,2,0,1,0,0,6,1.333,0,0.0,0.0,0,0,0,0
6,3,0,1,133,1,1,0,0,0,0,78,0.667,0,0.0,0.0,0,0,0,0
10,3,0,3,138,1,2,0,1,0,0,82,0.667,0,0.0,0.0,0,0,0,0
7,4,0,4,222,1,1,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
7,3,0,1,25,1,2,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
12,5,1,2,85,1,3,0,0,0,1,132,1.333,0,0.0,0.0,0,0,0,0
15,3,0,1,126,1,3,0,0,0,0,87,0.0,0,0.0,0.0,0,0,0,0
9,3,0,3,146,1,1,0,1,0,0,81,0.0,0,0.0,0.0,0,0,0,0
12,2,0,1,209,1,1,0,0,0,0,60,1.333,0,0.0,0.0,0,0,0,0
9,4,0,3,124,1,2,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
10,2,0,2,144,1,1,0,1,0,0,58,0.667,0,0.0,0.0,1,0,0,0
7,3,0,3,177,1,1,0,1,0,0,79,0.0,0,0.0,0.0,0,0,0,0
12,5,1,2,108,1,3,1,0,0,0,132,1.333,0,0.0,0.0,0,0,0,0
9,2,0,4,121,1,1,0,0,1,0,57,0.667,0,0.0,0.0,0,0,0,0
9,0,0,2,92,1,3,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
14,3,0,3,141,1,3,0,0,0,0,86,0.667,0,0.0,0.0,0,0,0,0
6,1,0,3,207,1,1,0,0,0,0,30,0.667,0,0.0,0.0,0,0,0,0
0,0,0,15,15,0,1,1,0,1,3,0,6.0,0,0.46,0.031,0,1,0,1
9,1,0,3,171,1,2,0,0,1,0,33,0.0,0,0.0,0.0,0,0,0,0
9,0,0,2,129,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
10,2,0,2,155,1,2,0,0,0,0,58,0.667,0,0.0,0.0,0,0,0,0
8,0,0,1,125,1,1,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
9,0,0,4,153,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
